,transcript,position,score
368,ENST00000023939,358,0.03636363636363636
369,ENST00000023939,367,0.013636363636363636
370,ENST00000023939,375,0.0
371,ENST00000023939,405,0.24545454545454545
372,ENST00000023939,467,0.03182830532496457
373,ENST00000023939,516,0.0
374,ENST00000023939,528,0.005587260907928751
375,ENST00000023939,540,0.004545454545454545
376,ENST00000023939,752,0.037032085561497334
377,ENST00000023939,797,0.013636363636363636
378,ENST00000023939,805,0.0
379,ENST00000023939,832,0.0
380,ENST00000023939,875,0.013636363636363636
381,ENST00000023939,920,0.00909090909090909
382,ENST00000023939,99,0.16363636363636364
383,ENST00000029410,1054,0.759090909090909
384,ENST00000029410,1060,0.004697044556234279
385,ENST00000029410,1065,0.013636363636363636
386,ENST00000029410,1104,0.7818181818181819
387,ENST00000029410,1180,0.013636363636363636
388,ENST00000029410,1201,0.05454545454545454
389,ENST00000029410,1207,0.06363636363636363
390,ENST00000029410,1266,0.6318181818181818
391,ENST00000029410,1339,0.036951844942561124
392,ENST00000029410,1371,0.0045776325454983035
393,ENST00000029410,1415,0.013718046115020957
394,ENST00000029410,1420,0.4318181818181818
395,ENST00000029410,1476,0.17272727272727273
396,ENST00000029410,1535,0.4
397,ENST00000029410,1544,0.0
398,ENST00000029410,1572,0.031827612221803095
399,ENST00000029410,299,0.05454545454545454
400,ENST00000029410,312,0.004545454545454545
401,ENST00000029410,604,0.009515478922795336
402,ENST00000029410,631,0.38181818181818183
403,ENST00000029410,702,0.0
404,ENST00000029410,870,0.004545454545454545
405,ENST00000029410,889,0.013644107170512622
406,ENST00000029410,910,0.05909090909090909
407,ENST00000029410,935,0.02727272727272727
408,ENST00000029410,955,0.07931740121970982
409,ENST00000029410,973,0.05912816691505216
410,ENST00000037243,158,0.02727272727272727
411,ENST00000037243,171,0.02290831501357817
412,ENST00000037243,263,0.00020326291503318822
413,ENST00000037243,269,0.10011177978881328
414,ENST00000037243,382,0.011604345424706173
415,ENST00000037243,403,0.013636363636363636
416,ENST00000037243,411,0.022727272727272728
417,ENST00000037243,473,0.015044069948830353
418,ENST00000037243,518,0.02727272727272727
419,ENST00000037243,569,0.03888790461054917
420,ENST00000037243,583,0.013636363636363636
421,ENST00000037243,602,0.022727272727272728
422,ENST00000037243,646,0.013636363636363636
423,ENST00000037243,724,0.14545454545454545
424,ENST00000037243,886,0.02327905540978546
425,ENST00000037243,928,0.1590909090909091
426,ENST00000037243,956,0.004545454545454545
427,ENST00000037243,976,0.0
428,ENST00000037869,1056,0.05909090909090909
429,ENST00000037869,1068,0.04556818181818182
430,ENST00000037869,1084,0.08181818181818182
431,ENST00000037869,1180,0.1682170542635659
432,ENST00000037869,1191,0.0
433,ENST00000037869,1206,0.00909090909090909
434,ENST00000037869,1262,0.0
435,ENST00000037869,1270,0.04090909090909091
436,ENST00000037869,1275,0.35
437,ENST00000037869,1289,0.00909090909090909
438,ENST00000037869,1350,0.01385709835165717
439,ENST00000037869,1416,0.0
440,ENST00000037869,1432,1.3900472616068947e-05
441,ENST00000037869,1485,0.0
442,ENST00000037869,149,0.018296873040250395
443,ENST00000037869,1501,0.022763929618768327
444,ENST00000037869,1505,0.0
445,ENST00000037869,1565,0.08636363636363636
446,ENST00000037869,1587,0.17272727272727273
447,ENST00000037869,1774,0.04090909090909091
448,ENST00000037869,203,0.1318181818181818
449,ENST00000037869,308,0.08658559577677226
450,ENST00000037869,401,0.38181818181818183
451,ENST00000037869,412,0.041786229772612954
452,ENST00000037869,428,0.018235451863770447
453,ENST00000037869,454,0.009549174688169333
454,ENST00000037869,784,0.0
455,ENST00000037869,811,0.10007704160246533
456,ENST00000037869,835,0.0
457,ENST00000037869,944,0.0
458,ENST00000037869,965,0.02727272727272727
459,ENST00000044462,1024,0.013636363636363636
460,ENST00000044462,1046,0.12727272727272726
461,ENST00000044462,129,0.15454545454545454
462,ENST00000044462,148,0.0
463,ENST00000044462,166,0.00909090909090909
464,ENST00000044462,174,0.0046264186633039085
465,ENST00000044462,236,0.009094938749194068
466,ENST00000044462,350,0.1409090909090909
467,ENST00000044462,361,0.00909090909090909
468,ENST00000044462,387,0.013636363636363636
469,ENST00000044462,408,0.031818181818181815
470,ENST00000044462,416,0.027333333333333334
471,ENST00000044462,503,0.004545454545454545
472,ENST00000044462,601,0.02727272727272727
473,ENST00000044462,677,0.0
474,ENST00000044462,682,0.0
475,ENST00000044462,702,1.8762017477403636e-05
476,ENST00000044462,747,0.004595404595404595
477,ENST00000044462,764,0.004545454545454545
478,ENST00000044462,798,0.00909090909090909
479,ENST00000044462,816,0.013834954713183495
480,ENST00000044462,836,0.013636363636363636
481,ENST00000044462,866,0.0
482,ENST00000044462,914,0.01407950831389922
483,ENST00000044462,97,0.018255131964809383
484,ENST00000053867,1004,0.02283249359336316
485,ENST00000053867,1016,0.014087392379743623
486,ENST00000053867,1061,0.03636363636363636
487,ENST00000053867,1109,0.013863469591772912
488,ENST00000053867,1205,0.004589160839160839
489,ENST00000053867,1241,0.009404627756852198
490,ENST00000053867,1263,0.013659337052838859
491,ENST00000053867,1322,0.013662190082644628
492,ENST00000053867,1451,0.3090909090909091
493,ENST00000053867,1530,0.08181818181818182
494,ENST00000053867,1577,0.004545454545454545
495,ENST00000053867,1589,0.009426737106278756
496,ENST00000053867,1618,0.004545454545454545
497,ENST00000053867,1827,0.1
498,ENST00000053867,1844,0.0
499,ENST00000053867,1849,0.004545454545454545
500,ENST00000053867,1862,0.013636363636363636
501,ENST00000053867,2012,0.16363636363636364
502,ENST00000053867,2025,0.022727272727272728
503,ENST00000053867,2041,0.4636363636363636
504,ENST00000053867,2053,0.004829545454545454
505,ENST00000053867,2070,0.12395637079847607
506,ENST00000053867,2121,0.0
507,ENST00000053867,2137,0.06363636363636363
508,ENST00000053867,2258,0.19090909090909092
509,ENST00000053867,230,0.12727272727272726
510,ENST00000053867,253,0.00909090909090909
511,ENST00000053867,262,0.0
512,ENST00000053867,286,0.0
513,ENST00000053867,353,0.0685064935064935
514,ENST00000053867,395,0.09545454545454546
515,ENST00000053867,493,0.21366028708133972
516,ENST00000053867,608,0.0
517,ENST00000053867,659,0.07737262737262737
518,ENST00000053867,734,0.0
519,ENST00000053867,841,0.022727272727272728
520,ENST00000053867,845,0.0
521,ENST00000054650,1123,0.0
522,ENST00000054650,841,0.5238636363636363
523,ENST00000054666,1040,0.0
524,ENST00000054666,1065,0.031818181818181815
525,ENST00000054666,1077,0.004553198079603531
526,ENST00000054666,1139,0.0
527,ENST00000054666,1169,0.13636363636363635
528,ENST00000054666,1214,0.08636363636363636
529,ENST00000054666,1260,0.027911005650731676
530,ENST00000054666,1321,0.02727272727272727
531,ENST00000054666,1327,0.013713883016208598
532,ENST00000054666,1378,0.48119122257053293
533,ENST00000054666,1433,0.06515151515151515
534,ENST00000054666,1444,0.05909090909090909
535,ENST00000054666,1478,0.0
536,ENST00000054666,1484,0.0
537,ENST00000054666,156,0.01818181818181818
538,ENST00000054666,1609,0.08181818181818182
539,ENST00000054666,166,0.00909800028364771
540,ENST00000054666,1670,0.00909090909090909
541,ENST00000054666,1687,0.20454545454545456
542,ENST00000054666,1707,0.04705578512396694
543,ENST00000054666,1759,0.0
544,ENST00000054666,1787,0.0
545,ENST00000054666,1793,0.0
546,ENST00000054666,1835,0.045454545454545456
547,ENST00000054666,1858,0.08636363636363636
548,ENST00000054666,1892,0.13184685976484084
549,ENST00000054666,1927,0.0
550,ENST00000054666,194,0.004567845947156293
551,ENST00000054666,2008,0.08187721369539551
552,ENST00000054666,2049,0.09545454545454546
553,ENST00000054666,2057,0.00909090909090909
554,ENST00000054666,2091,0.01960736396220267
555,ENST00000054666,2100,0.0
556,ENST00000054666,2120,0.0
557,ENST00000054666,215,0.1215909090909091
558,ENST00000054666,2161,0.15466004583651644
559,ENST00000054666,233,0.004545454545454545
560,ENST00000054666,421,0.009280131633072808
561,ENST00000054666,430,0.022727272727272728
562,ENST00000054666,437,0.05
563,ENST00000054666,452,0.004545454545454545
564,ENST00000054666,463,0.00909090909090909
565,ENST00000054666,470,0.009111123939917204
566,ENST00000054666,477,0.02727272727272727
567,ENST00000054666,759,0.010244599920053893
568,ENST00000054666,771,0.004545454545454545
569,ENST00000054666,815,0.0
570,ENST00000054666,828,0.0
571,ENST00000054666,844,0.0
572,ENST00000054666,893,0.0151722122884567
573,ENST00000054666,920,0.01818181818181818
574,ENST00000054950,1086,0.03185913185913186
575,ENST00000054950,1170,0.004545454545454545
576,ENST00000054950,1176,0.0
577,ENST00000054950,1193,0.1590909090909091
578,ENST00000054950,1215,0.05909090909090909
579,ENST00000054950,1221,9.330845107971207e-05
580,ENST00000054950,1292,0.3
581,ENST00000054950,1489,0.004545454545454545
582,ENST00000054950,1499,0.00909090909090909
583,ENST00000054950,1546,0.045454545454545456
584,ENST00000054950,1553,0.05454545454545454
585,ENST00000054950,1573,0.045454545454545456
586,ENST00000054950,1585,0.009104809563525159
587,ENST00000054950,1590,0.004545454545454545
588,ENST00000054950,1651,0.05909090909090909
589,ENST00000054950,1667,0.17727272727272728
590,ENST00000054950,1764,0.028593108973464697
591,ENST00000054950,1841,0.0
592,ENST00000054950,1981,0.004545454545454545
593,ENST00000054950,1992,0.013636363636363636
594,ENST00000054950,2010,0.0
595,ENST00000054950,2031,0.00909090909090909
596,ENST00000054950,2241,0.07727272727272727
597,ENST00000054950,2270,0.2318462401795735
598,ENST00000054950,495,0.12727272727272726
599,ENST00000054950,503,0.004545454545454545
600,ENST00000054950,608,0.004545454545454545
601,ENST00000054950,681,0.023499885453959125
602,ENST00000054950,715,0.004545454545454545
603,ENST00000054950,828,0.013643454829102255
604,ENST00000054950,840,0.032228001727506526
605,ENST00000054950,845,0.004622933884297521
606,ENST00000054950,895,0.00909090909090909
607,ENST00000054950,923,0.004545454545454545
608,ENST00000054950,933,0.0823189792663477
609,ENST00000055077,1055,0.03636363636363636
610,ENST00000055077,110,0.11363636363636363
611,ENST00000055077,1102,0.01818181818181818
612,ENST00000055077,1133,0.40454545454545454
613,ENST00000055077,1142,0.08194983370288247
614,ENST00000055077,1146,0.04090909090909091
615,ENST00000055077,116,0.004645949849222231
616,ENST00000055077,1228,0.1
617,ENST00000055077,1240,0.2681818181818182
618,ENST00000055077,1335,0.0
619,ENST00000055077,1358,0.0
620,ENST00000055077,1455,0.013754997913125533
621,ENST00000055077,1552,0.17272727272727273
622,ENST00000055077,165,0.16363636363636364
623,ENST00000055077,224,0.004580745341614907
624,ENST00000055077,298,0.018891783409561002
625,ENST00000055077,307,0.0
626,ENST00000055077,372,0.013636363636363636
627,ENST00000055077,389,0.028135060541586033
628,ENST00000055077,491,0.013636363636363636
629,ENST00000055077,499,0.0002590777957634917
630,ENST00000055077,529,0.03638694638694639
631,ENST00000055077,550,0.0
632,ENST00000055077,640,0.004548608920572835
633,ENST00000055077,743,0.004545454545454545
634,ENST00000055077,761,0.022980447167325165
635,ENST00000055077,800,0.0
636,ENST00000055077,973,0.01818181818181818
637,ENST00000055077,999,0.004545454545454545
638,ENST00000072869,1022,0.00041031161910807314
639,ENST00000072869,1148,0.013636363636363636
640,ENST00000072869,1262,7.029009157032618e-05
641,ENST00000072869,1290,0.0011846440788349504
642,ENST00000072869,1433,0.09113943488943489
643,ENST00000072869,1496,0.022727272727272728
644,ENST00000072869,1511,0.0
645,ENST00000072869,1526,0.0
646,ENST00000072869,1589,0.009171122994652406
647,ENST00000072869,1598,0.05909090909090909
648,ENST00000072869,1688,0.0
649,ENST00000072869,1807,0.004545454545454545
650,ENST00000072869,1828,0.013668594833880979
651,ENST00000072869,1844,0.004545454545454545
652,ENST00000072869,1909,0.01883116883116883
653,ENST00000072869,1991,0.1
654,ENST00000072869,1998,0.05
655,ENST00000072869,2003,0.15454545454545454
656,ENST00000072869,2149,0.4090909090909091
657,ENST00000072869,2167,0.004545454545454545
658,ENST00000072869,2306,0.19090909090909092
659,ENST00000072869,249,0.6227272727272727
660,ENST00000072869,441,0.4
661,ENST00000072869,595,0.05
662,ENST00000072869,618,0.01818181818181818
663,ENST00000072869,755,0.4818181818181818
664,ENST00000072869,782,0.03797496922763562
665,ENST00000072869,789,0.06363636363636363
666,ENST00000072869,853,0.5227272727272727
667,ENST00000072869,857,2.7056277056277056e-05
668,ENST00000072869,870,0.44545454545454544
669,ENST00000072869,963,0.0
670,ENST00000072869,983,7.091192738618636e-06
671,ENST00000078429,3898,0.08181818181818182
672,ENST00000078429,4050,0.023428417419467957
673,ENST00000078429,4063,0.02727272727272727
674,ENST00000078429,4106,0.1590909090909091
675,ENST00000081029,1037,0.022741832076392833
676,ENST00000081029,122,0.06818181818181818
