transcript,position,score
AT1G01060.4,1026,0.0136363636363636
AT1G01060.4,1142,0.0363636363636363
AT1G01060.4,1496,0.0
AT1G01060.4,1582,0.0
AT1G01060.4,1608,0.0681818181818181
AT1G01060.4,1664,0.0
AT1G01060.4,1817,0.0045454545454545
AT1G01060.4,2068,0.0045454545454545
AT1G01060.4,2162,0.0046224407219218
AT1G01060.4,2185,0.0272727272727272
AT1G01060.4,2189,0.0045454545454545
AT1G01060.4,2318,0.0
AT1G01060.4,2407,0.45
AT1G01060.4,286,0.0
AT1G01060.4,461,0.091060029079831
AT1G01060.4,542,0.1590909090909091
AT1G01060.4,676,0.0
AT1G01060.4,708,0.0727832512315271
AT1G01060.4,885,0.1727272727272727
AT1G01060.4,948,0.1136363636363636
AT1G01060.5,1055,0.0
AT1G01060.5,1087,0.0773287057769816
AT1G01060.5,1264,0.1727272727272727
AT1G01060.5,1330,0.0863636363636363
AT1G01060.5,1408,0.0136363636363636
AT1G01060.5,1524,0.0909090909090909
AT1G01060.5,1878,0.0
AT1G01060.5,1964,0.0
AT1G01060.5,1990,0.1
AT1G01060.5,2046,0.0
AT1G01060.5,2199,0.0
AT1G01060.5,2450,0.0
AT1G01060.5,2544,0.0058479309180003
AT1G01060.5,2567,0.0227272727272727
AT1G01060.5,2571,0.009090909090909
AT1G01060.5,2700,0.0045454545454545
AT1G01060.5,547,0.0045454545454545
AT1G01060.5,722,0.0592191506600052
AT1G01060.5,803,0.1272727272727272
AT1G01060.6,1264,0.0818181818181818
AT1G01060.6,1524,0.05
AT1G01060.6,1878,0.0
AT1G01060.6,1964,0.0045454545454545
AT1G01060.6,1990,0.109090909090909
AT1G01060.6,2046,0.0045454545454545
AT1G01060.6,2199,0.0227272727272727
AT1G01060.6,2450,0.0272727272727272
AT1G01060.6,2544,0.0273805823147539
AT1G01060.6,2567,0.0227272727272727
AT1G01060.6,2571,0.0181818181818181
AT1G01060.7,1145,0.1818181818181818
AT1G01060.7,1211,0.1272727272727272
AT1G01060.7,1289,0.0136363636363636
AT1G01060.7,1405,0.0409090909090909
AT1G01060.7,1759,0.0
AT1G01060.7,1845,0.009090909090909
AT1G01060.7,1871,0.0727272727272727
AT1G01060.7,1927,0.0
AT1G01060.7,2080,0.0045454545454545
AT1G01060.7,2331,0.0045454545454545
AT1G01060.7,2425,0.0137133498128309
AT1G01060.7,2448,0.0318181818181818
AT1G01060.7,2452,0.0045454545454545
AT1G01060.7,2581,0.0
AT1G01060.7,2670,0.4636363636363636
AT1G01060.7,546,0.0
AT1G01060.7,721,0.0956054836252856
AT1G01060.7,802,0.1454545454545454
AT1G01060.7,936,0.0
AT1G01060.7,968,0.0818741603224361
AT1G01060.8,1288,0.0
AT1G01060.8,1374,0.0
AT1G01060.8,1400,0.0772727272727272
AT1G01060.8,1456,0.0045454545454545
AT1G01060.8,1609,0.0045454545454545
AT1G01060.8,1860,0.0
AT1G01060.8,1954,0.0005364552660707
AT1G01060.8,1977,0.0181818181818181
AT1G01080.1,1014,0.0045879354290569
AT1G01080.1,1179,0.0046650717703349
AT1G01080.1,1236,0.0318181818181818
AT1G01080.1,389,0.009090909090909
AT1G01080.1,587,0.0
AT1G01080.1,666,0.059090909090909
AT1G01080.1,748,0.0545454545454545
AT1G01080.1,850,0.0
AT1G01080.1,958,0.0
AT1G01080.2,1142,0.0046650717703349
AT1G01080.2,1199,0.0318181818181818
AT1G01080.2,349,0.009090909090909
AT1G01080.2,547,0.0
AT1G01080.2,626,0.059090909090909
AT1G01080.2,711,0.0545454545454545
AT1G01080.2,813,0.0
AT1G01080.2,921,0.0
AT1G01080.2,977,0.0045879354290569
AT1G01080.3,1014,0.0045879354290569
AT1G01080.3,1265,0.0046650717703349
AT1G01080.3,1322,0.0318181818181818
AT1G01080.3,389,0.009090909090909
AT1G01080.3,587,0.0
AT1G01080.3,666,0.059090909090909
AT1G01080.3,748,0.0545454545454545
AT1G01080.3,850,0.0
AT1G01080.3,958,0.0
AT1G01090.1,1174,0.0136363636363636
AT1G01090.1,1364,0.0821428571428571
AT1G01090.1,1390,0.1181818181818181
AT1G01090.1,1429,0.0
AT1G01090.1,1551,0.1409090909090909
AT1G01090.1,565,0.0093216151894928
AT1G01090.1,779,0.0
AT1G01090.1,822,0.1730113636363636
AT1G01090.1,904,0.0545454545454545
AT1G01100.1,435,0.6363636363636364
AT1G01100.1,485,0.5227272727272727
AT1G01100.2,475,0.6363636363636364
AT1G01100.2,525,0.5272727272727272
AT1G01100.3,414,0.6409090909090909
AT1G01100.3,464,0.5
AT1G01100.4,455,0.6409090909090909
AT1G01100.4,505,0.5272727272727272
AT1G01120.1,1042,0.0
AT1G01120.1,1126,0.0329545454545454
AT1G01120.1,1242,0.0227272727272727
AT1G01120.1,1305,0.000358323050024
AT1G01120.1,1382,0.0091012868410128
AT1G01120.1,1463,0.0
AT1G01120.1,1577,0.0501107388276777
AT1G01120.1,1590,0.0
AT1G01120.1,1678,0.0242489644647918
AT1G01120.1,228,0.0181818181818181
AT1G01120.1,246,0.0141421714686758
AT1G01120.1,383,0.1181818181818181
AT1G01120.1,441,0.0
AT1G01120.1,447,0.0318181818181818
AT1G01120.1,505,0.0
AT1G01120.1,536,0.0328512396694214
AT1G01120.1,570,0.019005309200943
AT1G01120.1,596,0.0045454545454545
AT1G01120.1,733,0.0409848484848484
AT1G01120.1,777,0.0318181818181818
AT1G01120.1,867,0.009090909090909
AT1G01120.1,878,0.0045454545454545
AT1G01120.1,976,0.0
AT1G01140.1,1029,0.1045454545454545
AT1G01140.1,1127,0.0227272727272727
AT1G01140.1,1163,0.0136363636363636
AT1G01140.1,1259,0.0045454545454545
AT1G01140.1,1351,0.0045454545454545
AT1G01140.1,1412,0.0
AT1G01140.1,1498,0.0
AT1G01140.1,1538,0.0228468899521531
AT1G01140.1,1649,0.1454545454545454
AT1G01140.1,1716,0.0181818181818181
AT1G01140.1,374,0.05
AT1G01140.1,447,0.1366028708133971
AT1G01140.1,477,0.0045454545454545
AT1G01140.1,486,0.0045454545454545
AT1G01140.1,812,0.0
AT1G01140.1,839,0.0454545454545454
AT1G01140.2,1020,0.0136363636363636
AT1G01140.2,1116,0.0
AT1G01140.2,1208,0.0045454545454545
AT1G01140.2,1269,0.0045454545454545
AT1G01140.2,1355,0.0
AT1G01140.2,1395,0.0546650717703349
AT1G01140.2,1506,0.1784090909090909
AT1G01140.2,1573,0.0227272727272727
AT1G01140.2,225,0.05
AT1G01140.2,298,0.1181818181818181
AT1G01140.2,328,0.0181818181818181
AT1G01140.2,337,0.0045454545454545
AT1G01140.2,663,0.0045454545454545
AT1G01140.2,690,0.0454545454545454
AT1G01140.2,886,0.109090909090909
AT1G01140.2,984,0.0181818181818181
AT1G01140.3,1014,0.0136363636363636
AT1G01140.3,1110,0.0
AT1G01140.3,1202,0.0045454545454545
AT1G01140.3,1263,0.0045454545454545
AT1G01140.3,1349,0.0
AT1G01140.3,1401,0.0455741626794258
AT1G01140.3,1512,0.1784090909090909
AT1G01140.3,1579,0.0227272727272727
AT1G01140.3,225,0.05
AT1G01140.3,298,0.1181818181818181
AT1G01140.3,328,0.0181818181818181
AT1G01140.3,337,0.0045454545454545
AT1G01140.3,663,0.0045454545454545
AT1G01140.3,690,0.0454545454545454
AT1G01140.3,880,0.109090909090909
AT1G01140.3,978,0.0181818181818181
AT1G01160.1,318,0.0818181818181818
AT1G01160.1,486,0.0136363636363636
AT1G01160.1,684,0.0272964943553178
AT1G01160.1,699,0.0136403932946486
AT1G01160.1,870,0.4545454545454545
AT1G01160.1,931,0.35
AT1G01160.2,1015,0.35
AT1G01160.2,570,0.0181818181818181
AT1G01160.2,768,0.0273524728595722
AT1G01160.2,783,0.0045494842037395
AT1G01160.2,954,0.5318181818181819
AT1G01170.1,32,0.0146042319749216
AT1G01170.1,450,0.3136363636363636
AT1G01170.2,26,0.0191496865203761
AT1G01170.2,438,0.3136363636363636
AT1G01210.1,246,0.0363636363636363
AT1G01210.2,291,0.0363636363636363
AT1G01230.1,485,0.0409090909090909
AT1G01230.1,576,0.0136627906976744
AT1G01230.1,735,0.0636363636363636
AT1G01240.1,1028,0.0545454545454545
AT1G01240.1,1092,0.0045454545454545
AT1G01240.1,1161,0.2318181818181818
AT1G01240.1,1245,0.1227272727272727
AT1G01240.1,427,0.1363636363636363
AT1G01240.1,932,0.0
AT1G01240.2,1121,0.0
AT1G01240.2,1217,0.0454545454545454
AT1G01240.2,1281,0.0045454545454545
AT1G01240.2,1350,0.2318181818181818
AT1G01240.2,1434,0.1045454545454545
AT1G01240.2,616,0.1318181818181818
AT1G01240.3,1052,0.1181818181818181
AT1G01240.3,1557,0.0045454545454545
AT1G01240.3,1653,0.0363636363636363
AT1G01240.3,1717,0.0045454545454545
AT1G01240.3,1786,0.2318181818181818
AT1G01240.3,1870,0.0863636363636363
AT1G01240.4,1043,0.0
AT1G01240.4,1139,0.0454545454545454
AT1G01240.4,1203,0.0045454545454545
AT1G01240.4,1272,0.2318181818181818
AT1G01240.4,1356,0.1045454545454545
AT1G01240.4,538,0.1318181818181818
AT1G01240.5,1472,0.0045454545454545
AT1G01240.5,1568,0.0363636363636363
AT1G01240.5,1632,0.0045454545454545
AT1G01240.5,1701,0.2318181818181818
AT1G01240.5,1785,0.0863636363636363
AT1G01240.5,967,0.1181818181818181
AT1G01260.1,2234,0.0772727272727272
AT1G01260.1,2258,0.009090909090909
AT1G01260.1,2338,0.0
AT1G01260.2,2067,0.0772727272727272
AT1G01260.2,2091,0.009090909090909
AT1G01260.2,2171,0.0
AT1G01260.3,2204,0.0772727272727272
AT1G01260.3,2228,0.009090909090909
AT1G01260.3,2308,0.0
AT1G01300.1,1118,0.0045454545454545
AT1G01300.1,1255,0.0409090909090909
AT1G01300.1,1304,0.0182113027933923
AT1G01300.1,1339,0.0227272727272727
AT1G01300.1,1391,0.0149305212919453
AT1G01300.1,1642,0.1231060606060606
AT1G01300.1,1751,0.0384355844199809
AT1G01300.1,851,0.009090909090909
AT1G01300.1,897,0.0409090909090909
AT1G01320.1,1419,0.0318181818181818
AT1G01320.1,1429,0.109090909090909
AT1G01320.1,1434,0.109090909090909
AT1G01320.1,1700,0.1318181818181818
AT1G01320.1,1882,0.0318181818181818
AT1G01320.1,1939,0.009090909090909
AT1G01320.1,1960,0.1272904138662893
AT1G01320.1,1971,0.0
AT1G01320.1,2018,0.0045454545454545
AT1G01320.1,2082,0.009090909090909
AT1G01320.1,2312,0.0
AT1G01320.1,2367,0.0045454545454545
AT1G01320.1,2975,0.009090909090909
AT1G01320.1,3058,1.4105367092178574e-05
AT1G01320.1,3064,0.0
AT1G01320.1,3097,0.0229894193791418
AT1G01320.1,3119,0.0960474308300395
AT1G01320.1,3376,0.0772815533980582
AT1G01320.1,3563,0.0323228211966425
AT1G01320.1,3819,0.009090909090909
AT1G01320.1,4114,0.0
AT1G01320.1,4173,0.1454545454545454
AT1G01320.1,4257,0.0136363636363636
AT1G01320.1,4320,0.1
AT1G01320.1,4559,0.2047578219013237
AT1G01320.1,4900,0.2272727272727272
AT1G01320.1,4933,0.0
AT1G01320.1,5057,0.1273981035146083
AT1G01320.1,5364,0.0
AT1G01320.1,5419,0.0
AT1G01320.1,5464,0.0
AT1G01320.1,5490,0.0
AT1G01320.1,5521,0.0272727272727272
AT1G01320.1,5682,0.0181818181818181
AT1G01320.1,5757,0.0454545454545454
AT1G01320.1,5807,0.0047577700186922
AT1G01320.1,959,0.0227272727272727
AT1G01320.2,1426,0.0318181818181818
AT1G01320.2,1436,0.109090909090909
AT1G01320.2,1441,0.109090909090909
AT1G01320.2,1707,0.1318181818181818
AT1G01320.2,1889,0.0318181818181818
AT1G01320.2,1946,0.009090909090909
AT1G01320.2,1967,0.1272904138662893
AT1G01320.2,1978,0.0
AT1G01320.2,2025,0.0045454545454545
AT1G01320.2,2089,0.009090909090909
AT1G01320.2,2319,0.0
AT1G01320.2,2374,0.0045454545454545
AT1G01320.2,2958,0.009090909090909
AT1G01320.2,3041,1.4105367092178574e-05
AT1G01320.2,3047,0.0
AT1G01320.2,3080,0.0229894193791418
AT1G01320.2,3102,0.0960474308300395
AT1G01320.2,3359,0.0772815533980582
AT1G01320.2,3546,0.0323228211966425
AT1G01320.2,3796,0.009090909090909
AT1G01320.2,4091,0.0
AT1G01320.2,4150,0.1454545454545454
AT1G01320.2,4234,0.0136363636363636
AT1G01320.2,4297,0.1
AT1G01320.2,4536,0.2047578219013237
AT1G01320.2,4877,0.2272727272727272
AT1G01320.2,4910,0.0
AT1G01320.2,5034,0.1273981035146083
AT1G01320.2,5341,0.0
AT1G01320.2,5396,0.0
AT1G01320.2,5441,0.0
AT1G01320.2,5467,0.0
AT1G01320.2,5498,0.0272727272727272
AT1G01320.2,5659,0.0181818181818181
AT1G01320.2,5734,0.0454545454545454
AT1G01320.2,5784,0.0047577700186922
AT1G01320.2,966,0.0227272727272727
AT1G01320.3,1422,0.0318181818181818
AT1G01320.3,1432,0.109090909090909
AT1G01320.3,1437,0.109090909090909
AT1G01320.3,1703,0.1318181818181818
AT1G01320.3,1885,0.0318181818181818
AT1G01320.3,1942,0.009090909090909
AT1G01320.3,1963,0.1272904138662893
AT1G01320.3,1974,0.0
AT1G01320.3,2021,0.0045454545454545
AT1G01320.3,2085,0.009090909090909
AT1G01320.3,2315,0.0
AT1G01320.3,2370,0.0045454545454545
AT1G01320.3,2954,0.009090909090909
AT1G01320.3,3037,1.4105367092178574e-05
AT1G01320.3,3043,0.0
AT1G01320.3,3076,0.0229894193791418
AT1G01320.3,3098,0.0960474308300395
AT1G01320.3,3355,0.0772815533980582
AT1G01320.3,3542,0.0323228211966425
AT1G01320.3,3798,0.009090909090909
AT1G01320.3,4093,0.0
AT1G01320.3,4152,0.1454545454545454
AT1G01320.3,4236,0.0136363636363636
AT1G01320.3,4299,0.1
AT1G01320.3,4538,0.2047578219013237
AT1G01320.3,4879,0.2272727272727272
AT1G01320.3,4912,0.0
AT1G01320.3,5036,0.1273981035146083
AT1G01320.3,5343,0.0
AT1G01320.3,5398,0.0
AT1G01320.3,5443,0.0
AT1G01320.3,5469,0.0
AT1G01320.3,5500,0.0272727272727272
AT1G01320.3,5661,0.0181818181818181
AT1G01320.3,5736,0.0454545454545454
AT1G01320.3,5786,0.0047577700186922
AT1G01320.3,962,0.0227272727272727
AT1G01430.1,1116,0.0
AT1G01430.1,1168,0.15
AT1G01430.1,1228,0.1136363636363636
AT1G01430.1,1259,0.0139465189623475
AT1G01430.1,1296,0.0866922694791547
AT1G01430.1,1489,0.0363636363636363
AT1G01430.1,244,0.0045454545454545
AT1G01430.1,332,0.0138194158782394
AT1G01430.1,515,0.1045454545454545
AT1G01430.1,612,0.0181818181818181
AT1G01430.1,768,0.009241091293784
AT1G01470.1,166,0.0045454545454545
AT1G01470.1,184,0.0545454545454545
AT1G01470.1,225,0.0502913491707754
AT1G01470.1,354,0.0818181818181818
AT1G01470.1,378,0.0091717231654877
AT1G01470.1,453,0.1909302325581395
AT1G01470.1,488,0.0
AT1G01470.1,550,0.0182910839160839
AT1G01470.1,586,0.0272727272727272
AT1G01470.1,87,0.0
AT1G01470.1,93,0.0
AT1G01490.1,1254,0.5818181818181818
AT1G01490.1,1292,0.0
AT1G01490.1,614,0.0181818181818181
AT1G01490.1,730,0.0045454545454545
AT1G01490.1,786,0.0181818181818181
AT1G01490.1,818,0.0409574468085106
AT1G01490.2,1137,0.5863636363636363
AT1G01490.2,1175,0.0045454545454545
AT1G01490.2,613,0.0045454545454545
AT1G01490.2,669,0.0136363636363636
AT1G01490.2,701,0.0318665377176015
AT1G01490.3,1036,0.009090909090909
AT1G01490.3,1092,0.0181818181818181
AT1G01490.3,1124,0.0318665377176015
AT1G01490.3,1560,0.5772727272727273
AT1G01490.3,1598,0.0045454545454545
AT1G01490.4,1352,0.5772727272727273
AT1G01490.4,1390,0.0045454545454545
AT1G01490.4,828,0.009090909090909
AT1G01490.4,884,0.0227272727272727
AT1G01490.4,916,0.0318665377176015
AT1G01500.1,1188,0.0
AT1G01500.1,1244,0.2227272727272727
AT1G01500.1,545,0.0772727272727272
AT1G01500.1,563,0.009090909090909
AT1G01500.1,657,0.0591281669150521
AT1G01500.1,683,0.009090909090909
AT1G01500.1,884,0.0091240984586592
AT1G01510.1,1645,0.0
AT1G01520.1,1153,0.059090909090909
AT1G01520.1,194,0.05
AT1G01520.1,375,0.0911394348894348
AT1G01520.1,527,0.0545454545454545
AT1G01520.1,636,0.0818181818181818
AT1G01520.1,905,0.009090909090909
AT1G01520.2,1310,0.059090909090909
AT1G01520.2,194,0.05
AT1G01520.2,375,0.0820485257985258
AT1G01520.2,527,0.0545454545454545
AT1G01520.2,636,0.0818181818181818
AT1G01520.2,905,0.009090909090909
AT1G01520.3,1233,0.059090909090909
AT1G01520.3,194,0.05
AT1G01520.3,375,0.0911394348894348
AT1G01520.3,527,0.0545454545454545
AT1G01520.3,636,0.059090909090909
AT1G01520.3,905,0.009090909090909
AT1G01520.4,1230,0.059090909090909
AT1G01520.4,194,0.05
AT1G01520.4,375,0.0911394348894348
AT1G01520.4,527,0.0545454545454545
AT1G01520.4,636,0.0818181818181818
AT1G01520.4,905,0.009090909090909
AT1G01520.5,1165,0.059090909090909
AT1G01520.5,124,0.05
AT1G01520.5,305,0.0911394348894348
AT1G01520.5,457,0.0545454545454545
AT1G01520.5,648,0.0545454545454545
AT1G01520.5,917,0.009090909090909
AT1G01540.1,1067,0.0410079051383399
AT1G01540.1,1228,0.0
AT1G01540.1,123,0.0045454545454545
AT1G01540.1,1366,0.0
AT1G01540.1,1406,0.2181818181818181
AT1G01540.1,1558,0.0183956522135481
AT1G01540.1,1806,0.0
AT1G01540.1,212,0.0
AT1G01540.1,696,0.2863636363636364
AT1G01540.2,1234,0.050098814229249
AT1G01540.2,1395,0.0
AT1G01540.2,1464,0.0
AT1G01540.2,1504,0.2181818181818181
AT1G01540.2,1656,0.0183956522135481
AT1G01540.2,1904,0.0
AT1G01540.2,290,0.0045454545454545
AT1G01540.2,379,0.0
AT1G01540.2,863,0.2863636363636364
AT1G01550.1,1043,0.0047390149134335
AT1G01550.1,1134,0.0136363636363636
AT1G01550.1,1375,0.0136363636363636
AT1G01550.1,181,0.1227272727272727
AT1G01550.1,312,0.0136363636363636
AT1G01550.1,338,0.0045454545454545
AT1G01550.1,368,0.0
AT1G01550.1,431,0.09601263164696
AT1G01550.1,442,0.0045454545454545
AT1G01550.1,516,0.0
AT1G01550.1,928,9.287394951650916e-05
AT1G01550.2,1066,0.0047390149134335
AT1G01550.2,1157,0.0181818181818181
AT1G01550.2,1398,0.009090909090909
AT1G01550.2,335,0.0045454545454545
AT1G01550.2,361,0.0046487603305785
AT1G01550.2,391,0.0
AT1G01550.2,454,0.1097130157698793
AT1G01550.2,465,0.0136363636363636
AT1G01550.2,539,0.0
AT1G01550.2,78,0.1272727272727272
AT1G01550.2,951,9.287394951650916e-05
AT1G01610.1,1001,0.0
AT1G01610.1,1146,0.0046251745129661
AT1G01610.1,380,0.2136363636363636
AT1G01610.1,549,0.0045785104897276
AT1G01610.1,744,0.0
AT1G01620.1,1112,0.1274217585692995
AT1G01620.1,1330,0.4181818181818181
AT1G01620.1,449,0.0727272727272727
AT1G01620.2,1060,0.4136363636363636
AT1G01620.2,208,0.3133766233766234
AT1G01620.2,842,0.1546944858420268
AT1G01630.1,1081,0.0181818181818181
AT1G01630.1,1104,0.009090909090909
AT1G01630.1,1169,0.0
AT1G01630.1,1327,0.0
AT1G01630.1,414,0.0
AT1G01630.1,594,0.0545454545454545
AT1G01630.1,702,0.0045454545454545
AT1G01630.1,726,0.0045454545454545
AT1G01630.1,973,0.0
AT1G01650.1,1486,0.0045454545454545
AT1G01650.1,1804,0.0363636363636363
AT1G01650.1,1882,0.0045454545454545
AT1G01650.2,1758,0.0045454545454545
AT1G01650.2,2076,0.0363636363636363
AT1G01650.2,2154,0.0045454545454545
AT1G01650.3,1762,0.0045454545454545
AT1G01650.3,2080,0.0363636363636363
AT1G01650.3,2158,0.0045454545454545
AT1G01650.4,1478,0.0045454545454545
AT1G01650.4,1796,0.0363636363636363
AT1G01650.4,1874,0.0045454545454545
AT1G01720.1,1063,0.009090909090909
AT1G01720.1,1214,0.0318499682136045
AT1G01720.1,1492,0.0636363636363636
AT1G01720.1,475,0.0272727272727272
AT1G01720.1,686,0.018422035480859
AT1G01720.1,771,0.1136363636363636
AT1G01720.1,841,0.0
AT1G01720.1,975,0.0732142857142857
AT1G01730.1,243,0.209090909090909
AT1G01730.1,509,0.0181818181818181
AT1G01730.1,518,0.2688968335035751
AT1G01730.1,691,0.0727272727272727
AT1G01730.1,755,0.1181818181818181
AT1G01730.1,763,0.0
AT1G01790.1,1083,0.0227272727272727
AT1G01790.1,1316,0.0045454545454545
AT1G01790.1,1422,0.0227272727272727
AT1G01790.1,1449,0.0227272727272727
AT1G01790.1,1562,0.059090909090909
AT1G01790.1,1704,0.0139078798613339
AT1G01790.1,1719,0.0909090909090909
AT1G01790.1,1830,0.0273042382227824
AT1G01790.1,1883,0.0136363636363636
AT1G01790.1,2039,0.15
AT1G01790.1,2060,0.0
AT1G01790.1,2116,0.0696326905417814
AT1G01790.1,2259,0.0272964943553178
AT1G01790.1,2805,0.0418255078355849
AT1G01790.1,2831,0.05
AT1G01790.1,2939,0.0636363636363636
AT1G01790.1,3020,0.0648618564897634
AT1G01790.1,3039,0.0045454545454545
AT1G01790.1,3395,0.0045454545454545
AT1G01790.1,3562,0.0
AT1G01790.1,3777,0.0092937731266032
AT1G01790.1,4054,0.5181818181818182
AT1G01790.1,773,0.0636363636363636
AT1G01790.2,1059,0.0227272727272727
AT1G01790.2,1292,0.0045454545454545
AT1G01790.2,1398,0.0227272727272727
AT1G01790.2,1425,0.0227272727272727
AT1G01790.2,1538,0.059090909090909
AT1G01790.2,1680,0.0139078798613339
AT1G01790.2,1695,0.0909090909090909
AT1G01790.2,1806,0.0273042382227824
AT1G01790.2,1859,0.0136363636363636
AT1G01790.2,2015,0.15
AT1G01790.2,2036,0.0
AT1G01790.2,2092,0.0696326905417814
AT1G01790.2,2235,0.0272964943553178
AT1G01790.2,2781,0.02872006819326
AT1G01790.2,2807,0.0454545454545454
AT1G01790.2,2915,0.0681818181818181
AT1G01790.2,2996,0.0603164019443089
AT1G01790.2,3015,0.0045454545454545
AT1G01790.2,3371,0.009090909090909
AT1G01790.2,3538,0.0
AT1G01790.2,3753,0.0232291798251678
AT1G01790.2,4030,0.5272727272727272
AT1G01790.2,749,0.0636363636363636
AT1G01800.1,1116,0.45
AT1G01800.1,1123,0.0318181818181818
AT1G01800.1,1139,0.3272727272727272
AT1G01800.1,265,0.0045454545454545
AT1G01800.1,297,0.009090909090909
AT1G01800.1,404,0.0
AT1G01800.1,552,0.0
AT1G01800.1,556,0.0045454545454545
AT1G01800.1,968,0.0
AT1G01800.1,991,2.085070892410342e-05
AT1G01800.2,1024,0.45
AT1G01800.2,1031,0.0318181818181818
AT1G01800.2,1047,0.3272727272727272
AT1G01800.2,169,0.0045454545454545
AT1G01800.2,201,0.009090909090909
AT1G01800.2,308,0.0045454545454545
AT1G01800.2,460,0.0
AT1G01800.2,464,0.0
AT1G01800.2,876,0.0
AT1G01800.2,899,2.085070892410342e-05
AT1G01820.1,1060,0.0045454545454545
AT1G01820.1,496,0.009090909090909
AT1G01910.1,1117,0.0
AT1G01910.1,137,0.0868863734622489
AT1G01910.1,370,0.0
AT1G01910.1,484,0.0
AT1G01910.1,512,0.0183142796328028
AT1G01910.1,528,0.3136363636363636
AT1G01910.1,790,0.0
AT1G01910.1,953,0.0136363636363636
AT1G01910.2,1118,0.0227272727272727
AT1G01910.2,1282,0.0045454545454545
AT1G01910.2,1452,0.2545454545454545
AT1G01910.2,1526,0.1
AT1G01910.2,302,0.0868863734622489
AT1G01910.2,535,0.0
AT1G01910.2,649,0.0
AT1G01910.2,677,0.0228597341782573
AT1G01910.2,693,0.3136363636363636
AT1G01910.2,955,0.0
AT1G01910.3,1095,0.0045454545454545
AT1G01910.3,114,0.0868863734622489
AT1G01910.3,1265,0.2545454545454545
AT1G01910.3,1339,0.1
AT1G01910.3,347,0.0
AT1G01910.3,461,0.0
AT1G01910.3,489,0.0228597341782573
AT1G01910.3,505,0.3136363636363636
AT1G01910.3,767,0.0
AT1G01910.3,930,0.0227272727272727
AT1G01910.4,1008,0.0136363636363636
AT1G01910.4,1172,0.0
AT1G01910.4,192,0.0868863734622489
AT1G01910.4,425,0.0
AT1G01910.4,539,0.0
AT1G01910.4,567,0.0183142796328028
AT1G01910.4,583,0.3136363636363636
AT1G01910.4,845,0.0
AT1G01910.5,1139,0.3181818181818182
AT1G01910.5,364,0.1000666229584893
AT1G01910.5,642,0.0136363636363636
AT1G01910.5,805,0.0363636363636363
AT1G01910.5,969,0.0
AT1G01960.1,3667,0.0
AT1G01960.1,4089,0.0136363636363636
AT1G01960.1,4199,0.0363636363636363
AT1G01960.1,4349,0.0454545454545454
AT1G01960.1,4581,0.0045454545454545
AT1G01960.1,4612,0.0363636363636363
AT1G01960.1,4772,0.0909090909090909
AT1G01960.1,4884,0.0
AT1G01960.1,4921,0.0728045763760049
AT1G01960.1,4995,0.0045454545454545
AT1G01960.1,5212,0.0182082452431289
